config,backend,language,split,file_id,reference,hypothesis,hypothesis_raw,wer,cer,latency_sec,rtf,audio_duration_sec,error
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,jyri_hakamies_02433,tähän tämä team finland juuri tähtää että kun se koostuu se ohjausryhmä yrityksien edustajista että me saisimme entistä suorempaa entistä parempaa palautetta yrityksiltä mihin halutaan näitä vientiponnisteluja kohdistaa minkätyyppisiä kauppapoliittisia esteitä eri puolilla maailmaa on olemassa joihin pyrkisimme vaikuttamaan,tähän tämä team finland juuri tähtää että kun se koostuu se ohjausryhmä yrityksen edustajista että me saisimme entistä suorempaa entistä parempaa palautetta yrityksiltä mihin halutaan näitä vientiponnisteluja kohdistaa minkä tyyppisiä kauppapoliittisia esteitä eri puolilla maailmaa on olemassa joihin pyrkisimme vaikuttamaan,"Tähän tämä Team Finland juuri tähtää, että kun se koostuu se ohjausryhmä yrityksen edustajista, että me saisimme entistä suorempaa, entistä parempaa palautetta yrityksiltä, mihin halutaan näitä vientiponnisteluja kohdistaa, minkä tyyppisiä kauppapoliittisia esteitä eri puolilla maailmaa on olemassa, joihin pyrkisimme vaikuttamaan.",0.076923,0.006154,11.727,0.6538,17.936,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,jan_vapaavuori_05829,pekka ala pietilä tulee luovuttamaan raporttinsa tammikuussa ja sen jälkeen viedään heti puolivälin tarkasteluun ja sen ensimmäiseen kehysriiheen siitä tietenkin ne osat jotka arvioidaan voitavan toteuttaa niin mahdollisimman,pekka ala pietilä tulee luovuttamaan raporttinsa tammikuussa ja sen jälkeen viedään heti puolivälin tarkasteluun ja sen ensimmäisen kehysriihen siitä tietenkin ne osat jotka arvioidaan voitavan toteuttaa niin mahdollisimman nopeasti,"Pekka Ala-Pietilä tulee luovuttamaan raporttinsa tammikuussa ja sen jälkeen viedään heti puolivälin tarkasteluun ja sen ensimmäisen kehysriihen siitä tietenkin ne osat, jotka arvioidaan voitavan toteuttaa niin mahdollisimman nopeasti.",0.107143,0.048889,48.288,4.1743,11.568,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,jouni_backman_01959,tämä on ensimmäinen varsinainen budjetti koko vaalikaudelle mutta on tärkeää että heti alkuvaiheessa hallitus toteuttaa omaan hallitusohjelmaansa kirjattuja,tämä on ensimmäinen varsinainen budjetti koko vaalikaudelle mutta on tärkeää että heti alkuvaiheessa hallitus toteuttaa omaan hallitusohjelmassa kirjattuja,"Tämä on ensimmäinen varsinainen budjetti koko vaalikaudelle, mutta on tärkeää, että heti alkuvaiheessa hallitus toteuttaa omaan hallitusohjelmassa kirjattuja.",0.055556,0.012821,0.958,0.0864,11.088,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,carl_haglund_02628,mutta et se tärkeä mikä pitäisi parantaa on se että kun siinä kutsuntatilanteessa todetaan että se kaveri ei kykene suorittamaan sitä palvelusta niin siinä vaiheessa pitäisi joku muu taho katsoa että jos sen nuoren miehen tilanne ei ole hyvä että varmistetaan että joku ottaa siitä kopin niin että se ei putoa järjestelmästä väliin,mutta se tärkeä mikä pitäisi parantaa on se että kun siinä kutsuntatilanteessa todetaan että se kaveri ei kykene suorittamaan sitä palvelusta niin siinä vaiheessa pitäisi joku muu taho katsoa että jos sen nuoren miehen tilanne ei ole hyvä että varmistetaan että joku ottaa siitä kopin niin että se ei putoa järjestelmästä väliin,"Mutta se tärkeä, mikä pitäisi parantaa, on se, että kun siinä kutsuntatilanteessa todetaan, että se kaveri ei kykene suorittamaan sitä palvelusta, niin siinä vaiheessa pitäisi joku muu taho katsoa, että jos sen nuoren miehen tilanne ei ole hyvä, että varmistetaan, että joku ottaa siitä kopin niin, että se ei putoa järjestelmästä väliin.",0.018868,0.009063,1.384,0.0704,19.672,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,anne_mari_virolainen_04351,valtiovarainvaliokunnassa pidimme tärkeänä myös päihdeäitien sekä heidän syrjäytymisvaarassa olevien lastensa asiaa,valtiovarainvaliokunnassa pidimme tärkeänä myös päideäitien sekä heidän syrjäytymisvaarassa olevien lastensa asiaa,Valtiovarainvaliokunnassa pidimme tärkeänä myös päideäitien sekä heidän syrjäytymisvaarassa olevien lastensa asiaa.,0.090909,0.008696,1.07,0.137,7.808,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,jyri_hakamies_02700,meillä on esimerkiksi kaakkois suomessa tämmöinen liikuntaneuvoja mukana näissä tilaisuuksissa ja pyritään niitä jotka itse arvioivat että heidän kuntonsa edellyttäisi kohentamista niin ennen palvelukseen astumista eli vuoden kahden aikana siihen kuntopuoleen,meillä on esimerkiksi kaakkois suomessa liikuntaneuvojia mukana näissä tilaisuuksissa,Meillä on esimerkiksi Kaakkois-Suomessa liikuntaneuvojia mukana näissä tilaisuuksissa.,0.741935,0.679537,0.946,0.0697,13.563,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,hanna_tainio_01920,lastensuojelun puolellahan on ollut myös vakavia ongelmia mutta niihinkin puututaan nyt vahvistamalla lapsen oikeuksia ja parantamalla työntekijöiden mahdollisuuksia perehtyä lapsen tilanteeseen ja,lastensuojelun puolellahan on ollut myös vakavia ongelmia mutta niihinkin puututaan nyt vahvistamalla lapsen oikeuksia ja parantamalla työntekijöiden mahdollisuuksia perehtyä lapsen tilanteeseen,"Lastensuojelun puolellahan on ollut myös vakavia ongelmia, mutta niihinkin puututaan nyt vahvistamalla lapsen oikeuksia ja parantamalla työntekijöiden mahdollisuuksia perehtyä lapsen tilanteeseen.",0.045455,0.015228,1.467,0.1408,10.424,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,eero_suutari_02968,arvoisa puhemies,arvoisa puhemies,"Arvoisa puhemies,",0.0,0.0,1.087,1.2023,0.904,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,eero_suutari_02922,samalla eduskunta hyväksyy seuraavan hyväksyi seuraavan lausuman,samalla eduskunta hyväksyi seuraavan lausunnon,Samalla eduskunta hyväksyi seuraavan lausunnon:,0.428571,0.34375,0.578,0.1634,3.536,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,carl_haglund_02703,valitettavasti valtiontalouden tilasta johtuen eivät puolustusvoimauudistuksen hedelmät ole kuitenkaan jäämässä puolustusvoimien käyttöön,valitettavasti valtiontalouden tilasta johtuen eivät puolustusvoimauudistuksen hedelmät ole kuitenkaan jäämässä puolustusvoimien käyttöön,Valitettavasti valtiontalouden tilasta johtuen eivät puolustusvoimauudistuksen hedelmät ole kuitenkaan jäämässä puolustusvoimien käyttöön.,0.0,0.0,0.863,0.0818,10.552,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,jyri_hakamies_02689,kysymys on siis paitsi siitä että se on olennainen osa että sen korvaaminen tulisi kovin kovin tuota kalliiksi eli eli tässä suhteessa puolustushallinto on lähtenyt lähtenyt tuomalla esille näitä faktoja mutta hallitus lähikuukausina asiaa käsittelee,kysymys on siis paitsi siitä että se on olennainen osa että sen korvaaminen tulisi kovin kalliiksi eli tässä suhteessa puolustushallinto on lähtenyt tuomalla esille näitä faktoja mutta hallitus lähikuukausina asiaa käsittelee,"Kysymys on siis paitsi siitä, että se on olennainen osa, että sen korvaaminen tulisi kovin kalliiksi, eli tässä suhteessa puolustushallinto on lähtenyt tuomalla esille näitä faktoja, mutta hallitus lähikuukausina asiaa käsittelee.",0.114286,0.1,1.082,0.0795,13.607,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,carl_haglund_02604,mitä tulee tähän maanpuolustustahtoon näille alueille joista lakkaa varuskunnat niin puolustusvoimissa on tällä hetkellä suunnitteilla nämä niin sanotut paikallisjoukot joka on siis uusi joukkotyyppi joka on edustaja joka on komentaja puheloisen,mitä tulee tähän maanpuolustustahtoon näille alueille joista lakkaa varuskunnat niin puolustusvoimissa on tällä hetkellä suunnitteilla nämä niin sanotut paikallisjoukot joka on siis uusi joukkotyyppi joka on komentaja puheloisen,"Mitä tulee tähän maanpuolustustahtoon näille alueille, joista lakkaa varuskunnat, niin puolustusvoimissa on tällä hetkellä suunnitteilla nämä niin sanotut paikallisjoukot, joka on siis uusi joukkotyyppi, joka on komentaja Puheloisen",0.096774,0.069388,1.064,0.0815,13.055,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,jyri_hakamies_02376,energiapaletti se perustuu yhtäältä ydinvoiman lisäämiseen ja toisaalta vahvoihin panostuksiin uusiutuvan energian osalta mutta mielestäni kunnianhimon tasoa on syytä nostaa ja sitä hallitus tulee tämän syksyn aikana käsittelemään ja energiailmastostrategia uudistetaan ajastetaan tämän syksyn aikana ja eduskunta saa sen sitten käsiteltäväkseen,energiapaletti se perustuu yhtaalta ydinvoiman lisäämiseen ja toisaalta vahvoihin panostuksiin uusiutuvan energian osalta mutta mielestäni kunnianhimotaso on syytä nostaa ja sitä hallitus tulee tämän syksyn aikana käsittelemään ja energia ja ilmastostrategia uudistetaan ajastetaan tämän syksyn aikana ja eduskunta saa sen sitten käsiteltäväkseen,"Energiapaletti se perustuu yhtaalta ydinvoiman lisäämiseen ja toisaalta vahvoihin panostuksiin uusiutuvan energian osalta. Mutta mielestäni kunnianhimotaso on syytä nostaa ja sitä hallitus tulee tämän syksyn aikana käsittelemään ja energia- ja ilmastostrategia uudistetaan, ajastetaan tämän syksyn aikana ja eduskunta saa sen sitten käsiteltäväkseen.",0.146341,0.028986,1.338,0.0702,19.056,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,jyri_hakamies_02695,sen yhtiön enemmistö on on on eduskuntavaltuuden takana ja yrityksellä on hyvin keskeinen ja tärkeä rooli energiayhtiönä että siinä mielessä,yrityksellä on hyvin keskeinen ja tärkeä rooli energiayhtiönä,Yrityksellä on hyvin keskeinen ja tärkeä rooli energiayhtiönä.,0.6,0.564286,0.698,0.0802,8.696,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,jari_koskinen_02952,on kerrottu että se on edelleenkin meille tärkeä jatkossa ja edelleenkin sen pitää olla samalla tavalla tuotantoon sidottua tukea ja myös mukana oltava investointituet koska se kokonaisuus on meidän mielestämme järkevin ja toiminut tähänkin asti,on kerrottu että se on edelleenkin meille tärkeä jatkossa ja edelleenkin se pitää olla samalla tavalla tuotantoon sidottua tukea ja myös mukana investointituet koska se kokonaisuus on meidän mielestä tämä järkevin ja toiminut tähänkin asti,"On kerrottu, että se on edelleenkin meille tärkeä jatkossa ja edelleenkin se pitää olla samalla tavalla tuotantoon sidottua tukea ja myös mukana investointituet, koska se kokonaisuus on meidän mielestä tämä järkevin ja toiminut tähänkin asti.",0.114286,0.04898,1.204,0.1023,11.763,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,carl_haglund_02557,taustalla on etenkin se että on haluttu päivittää tätä nykyistä puitelakia jossa suuri yhteiskunnallinen muutos on se tosiasia että liian harva suomalainen liikkuu ja on liian monia suomalaisia jotka sitten eivät liiku,taustalla on etenkin se että on haluttu päivittää nykyistä puitelakia jossa suuri yhteiskunnallinen muutos on se tosiasia että liian harva suomalainen liikkuu ja on liian monia suomalaisia jotka sitten eivät liiku,"Taustalla on etenkin se, että on haluttu päivittää nykyistä puitelakia, jossa suuri yhteiskunnallinen muutos on se tosiasia, että liian harva suomalainen liikkuu ja on liian monia suomalaisia, jotka sitten eivät liiku.",0.03125,0.022936,1.063,0.066,16.107,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,jouni_backman_01836,se millä tavalla se muistuttaa taas sitä keskustan ajattelutapaa on tämä miljardiluokan rahasto jolla valtio olisi panostamassa yritystoimintaan,se millä tavalla se muistuttaa taas sitä keskustan ajattelutapaa on tämä miljardiluokan rahasto jolla valtio olisi panostamassa yritystoimintaan,"Se millä tavalla se muistuttaa taas sitä keskustan ajattelutapaa on tämä miljardiluokan rahasto, jolla valtio olisi panostamassa yritystoimintaan.",0.0,0.0,0.907,0.0776,11.694,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,jan_vapaavuori_05850,se johtuu eun pankkikriisin seurauksena syntyneestä pankkisääntelystä joka kiristää vakavaraisuusvaatimuksia,se johtuu eu n pankkikriisin seurauksena syntyneestä pankkisääntelystä joka kiristää vakavaraisuusvaatimuksia,"Se johtuu EU:n pankkikriisin seurauksena syntyneestä pankkisääntelystä, joka kiristää vakavaraisuusvaatimuksia.",0.2,0.009259,0.821,0.1247,6.584,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,anne_mari_virolainen_04370,liikennepoliittisen selonteon käsittelyn yhteydessä eduskunta hyväksyy kannanoton jonka mukaan mahdollisuudet tie ja liikennerahastojen käyttämiseen on selvitettävä tällä hallituskaudella,liikennepoliittisen selonteon käsittelyn yhteydessä eduskunta hyväksyi kannanoton jonka mukaan mahdollisuudet tie ja liikennerahastojen käyttämiseen on selvitettävä tällä hallituskaudella,"Liikennepoliittisen selonteon käsittelyn yhteydessä eduskunta hyväksyi kannanoton, jonka mukaan mahdollisuudet tie- ja liikennerahastojen käyttämiseen on selvitettävä tällä hallituskaudella.",0.055556,0.005348,0.996,0.0976,10.203,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,anne_mari_virolainen_04368,koska jo vuosien ajan korjausvelkaa on kerätty runsaasti on aivan ilmeistä että perusväylänpidon rahoitus on tällä hetkellä pahasti jäljessä tavoitetasosta,koska jo vuosien ajan korjausvelkaa on kerätty runsaasti on aivan ilmeistä että perusväylänpidon rahoitus on tällä hetkellä pahasti jäljessä tavoitetasosta,"Koska jo vuosien ajan korjausvelkaa on kerätty runsaasti, on aivan ilmeistä, että perusväylänpidon rahoitus on tällä hetkellä pahasti jäljessä tavoitetasosta.",0.0,0.0,0.958,0.1175,8.151,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,carl_haglund_02577,lakiin on myös lisätty hajanaisen käsitekentän yhtenäistämiseksi määritelmät liikunnasta huippu urheilusta ja terveyttä ja hyvinvointia edistävästä liikunnasta lain sovinto,lakiin on myös lisätty hajanaisen käsitekentän yhtenäistämiseksi määritelmät liikunnasta huippu urheilusta ja terveyttä ja hyvinvointia edistävästä liikunnasta lain soveltamisen,"Lakiin on myös lisätty hajanaisen käsitekentän yhtenäistämiseksi määritelmät liikunnasta, huippu-urheilusta ja terveyttä ja hyvinvointia edistävästä liikunnasta lain soveltamisen.",0.052632,0.046512,1.191,0.0901,13.224,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,eero_suutari_02912,yliopistokeskuksia kehitetään erityisesti aikuisväestön koulutus ja osaamistason nostamisen alueellisina koordinaatio ja resurssikeskuksina sekä alueen tarpeita tukevaan tutkimustoimintaan tukevaan tutkimustoimintaan jossa tehtävässä ne toimivat tiiviissä yhteistyössä alueiden ja niiden,yliopistokeskuksia kehitetään erityisesti aikuiväestön koulutus ja osaamistasoa nostamisen alueellisina koordinaatio ja resurssikeskuksina sekä alueen tarpeita tukevan tutkimustoiminta jos on tehtävässään toimivat tiiviissä yhteistyössä alueiden,Yliopistokeskuksia kehitetään erityisesti aikuiväestön koulutus- ja osaamistasoa nostamisen alueellisina koordinaatio- ja resurssikeskuksina sekä alueen tarpeita tukevan tutkimustoiminta. Jos on tehtävässään toimivat tiiviissä yhteistyössä alueiden.,0.392857,0.163763,1.396,0.0803,17.384,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,eero_suutari_02947,vesihuoltohankkeet ovat haja asutusalueilla monessa mielessä tarpeellisia ja perusteltuja,vesihuoltohankkeet ovat haja asutuilla alueilla monessa mielessä tarpeellisia ja perusteltuja,Vesihuoltohankkeet ovat haja-asutuilla alueilla monessa mielessä tarpeellisia ja perusteltuja.,0.222222,0.05618,0.775,0.1028,7.544,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,jari_koskinen_02773,ne pitää suunata uudestaan mutta olen kovin huolissani että jos metsänomistajan ainoa motiivi tehdä metsässä uudistustöitä tai nuoren metsän hoitotöitä on se että siihen saa valtiolta vähän rahaa,pitää suunnata uudestaan mutta olen kovin huolissani jos metsänomistajan ainoa motiivi tehdä metsässä uudistustöitä tai nuoren metsän hoitotöitä on se että siihen saa valtiolta vähän rahaa,"Pitää suunnata uudestaan, mutta olen kovin huolissani, jos metsänomistajan ainoa motiivi tehdä metsässä uudistustöitä tai nuoren metsän hoitotöitä on se, että siihen saa valtiolta vähän rahaa.",0.107143,0.046154,1.026,0.0837,12.257,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,jouni_backman_01871,allekirjoittanut kaupunginvaltuuston puheenjohtajana ei ole voinut vaikuttaa niihin päätöksiin missä on yksityistetty sosterin puoleen ja nyt niitä palautetaan takaisin kunnan omaan työhön,allekirjoittanut kaupunginvaltuuston puheenjohtaja ei ole voinut vaikuttaa niihin päätöksiin missä on yksityistetty sosterin puolelta ja nyt niitä palautetaan takaisin kunnan omaan työhön,"Allekirjoittanut kaupunginvaltuuston puheenjohtaja ei ole voinut vaikuttaa niihin päätöksiin, missä on yksityistetty sosterin puolelta ja nyt niitä palautetaan takaisin kunnan omaan työhön.",0.090909,0.026596,1.014,0.1244,8.148,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,anne_mari_virolainen_04355,sitä odotellessa toivomme tästä salista kaikilta kaikilta kannatusta istanbulin sopimuksen eteenpäinviemiseen edustaja tossavainen poissa,sitä odotellessa toivomme tästä salista kaikilta kannatusta istanbulin sopimuksen eteenpäin viemiseen,Sitä odotellessa toivomme tästä salista kaikilta kannatusta Istanbulin sopimuksen eteenpäin viemiseen.,0.357143,0.277372,0.954,0.0785,12.152,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,jari_koskinen_03001,ja kyl se meidän toivomus on kaikkien se että markkinat toimisi paremmin ja kysyntää olisi sillä tavalla että syntyisi myös semmoista energiantuotantoa ettei aina kysyttäisi sitä paljonko pitää maksaa tukea elikkä että löytyisi sitten ihan kannattavaa toimintaa,toivomus on kaikkien osalta että markkinat toimisivat paremmin ja kysyntä olisi sillä tavalla ettei syntyisi sellaista energiantuotantoa että aina kun kysyttäisiin sitä paljonko pitää maksaa tukea,"Toivomus on kaikkien osalta, että markkinat toimisivat paremmin ja kysyntä olisi sillä tavalla, ettei syntyisi sellaista energiantuotantoa, että aina kun kysyttäisiin sitä, paljonko pitää maksaa tukea.",0.540541,0.37931,1.028,0.0804,12.779,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,eero_suutari_02863,sulussa kulutustason nosto asiantuntemusta ja tutkimustoimintaa yritysten ja julkisen sektorin käyttöön sulku kiinni että emo yhtiö emo yliopistolle muun muassa,koulutustason nosto asiantuntemusta ja tutkimustoimintaa yritysten ja julkisen sektorin käyttöön että emoyliopistolle mm,"koulutustason nosto, asiantuntemusta ja tutkimustoimintaa yritysten ja julkisen sektorin käyttöön, että emoyliopistolle mm.",0.5,0.2625,1.235,0.117,10.56,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,jyri_hakamies_02477,eli eli ihan perustuslain mukaan että valtioneuvosto valmistelee mutta eduskuntaseuranta eduskuntavalmistelu olisi siinä tiiviisti mukana kriisihallinnan,eli ihan perustuslain mukaan että valtioneuvosto valmistelee mutta eduskunnan valmistelu olisi siinä tiiviisti mukana,"Eli ihan perustuslain mukaan, että valtioneuvosto valmistelee, mutta eduskunnan valmistelu olisi siinä tiiviisti mukana.",0.25,0.24183,1.2,0.1113,10.784,
azure_gpt4o_transcribe_fi,azure_gpt4o,fi,2016-dev-seen,jouni_backman_01973,se on ongelma niin yksittäisten kansalaisten koko yhteiskunnan tasolla ja siihen pitää määrätietoisesti puuttua,se on ongelma niin yksittäisten kansalaisten koko yhteiskunnan tasolla ja siihen pitää määrätietoisesti puuttua,"Se on ongelma niin yksittäisten kansalaisten koko yhteiskunnan tasolla, ja siihen pitää määrätietoisesti puuttua.",0.0,0.0,0.785,0.0826,9.504,
